near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
1227,16,2023-12-30,Ground fall,Night,Haul road,High,False,Aperiam sunt harum laborum pariatur dolorem ratione blanditiis incidunt deleniti nulla aliquid rem eos dolorum aliquid.
1228,16,2023-10-07,Ground fall,Afternoon,Underground,Medium,True,Porro officiis fugit sed pariatur asperiores tempore dolorum nam.
1229,16,2026-05-23,Ground fall,Night,Processing plant,Medium,False,Aut corrupti nobis corporis repellat itaque blanditiis quod pariatur illo fugiat sequi.
1230,16,2025-06-21,Fall from height,Afternoon,Workshop,Low,True,Nulla veritatis quia earum eaque libero magnam porro sed.
1231,16,2024-11-17,Ground fall,Night,Camp,High,False,Voluptatem dolorem quod aliquid nobis molestiae soluta accusantium praesentium assumenda blanditiis dolor laborum vero excepturi maiores maiores consequuntur corporis.
1232,16,2025-08-10,Electrical,Afternoon,Haul road,High,False,Dolorum officia esse necessitatibus eaque blanditiis perferendis numquam placeat neque asperiores quibusdam temporibus nostrum repellat impedit sapiente quidem.
1233,16,2024-07-02,Ground fall,Afternoon,Workshop,Medium,False,Alias illum aut dolore quos corrupti vel molestiae culpa eveniet sunt.
1234,16,2024-12-09,Explosives,Night,Haul road,High,False,Quasi aperiam recusandae doloremque soluta voluptatum deserunt perferendis in labore nulla minima deleniti sit.
1235,16,2023-10-21,Mobile equipment,Afternoon,Open pit,Medium,False,Magnam recusandae velit ipsam totam hic maxime at deleniti ab deleniti voluptatibus.
1236,16,2023-11-22,Mobile equipment,Day,Processing plant,Medium,False,Fugit minus in ex exercitationem libero rem facere qui deleniti optio consequuntur perspiciatis voluptate.
1237,16,2026-01-06,Electrical,Afternoon,Workshop,Medium,True,Deserunt reiciendis tenetur officiis placeat provident officiis voluptate beatae dignissimos illum corrupti nihil ducimus reprehenderit ratione.
1238,16,2024-11-08,Fall from height,Afternoon,Processing plant,Low,True,Possimus et animi earum quasi quasi perspiciatis repudiandae.
1239,16,2023-06-17,Explosives,Night,Open pit,Medium,True,Atque provident soluta delectus architecto magni optio molestias tenetur saepe.
1240,16,2025-07-28,Ground fall,Afternoon,Processing plant,Medium,False,Nam hic ab non quo ab suscipit ut veniam labore quidem fugiat.
1241,16,2025-07-07,Explosives,Night,Underground,Medium,False,Quae est autem necessitatibus quos dolorum beatae quis quia natus ut possimus dolore omnis.
1242,16,2026-01-30,Explosives,Day,Open pit,Medium,False,Dicta magnam cumque vero deserunt recusandae soluta soluta rerum.
1243,16,2024-01-22,Fall from height,Afternoon,Underground,Low,True,Quod blanditiis ex reprehenderit corrupti dolor tempore iusto minus amet ipsam.
1244,16,2023-11-20,Fall from height,Night,Workshop,Low,True,Delectus laborum vel sapiente deserunt laborum minus perferendis a iure excepturi quidem nisi pariatur error libero nobis.
1245,16,2024-10-11,Ground fall,Day,Processing plant,Low,False,Impedit aperiam voluptatum aliquam facere similique rerum minus aperiam possimus consequatur necessitatibus.
1246,16,2023-12-14,Mobile equipment,Afternoon,Camp,High,False,Eum similique aspernatur architecto minima expedita nihil maiores.
1247,16,2023-11-04,Mobile equipment,Day,Processing plant,High,True,Ipsum labore rem repudiandae ea dolorum voluptatibus earum.
1248,16,2025-09-26,Mobile equipment,Day,Open pit,Low,False,Harum inventore dignissimos impedit natus assumenda exercitationem inventore ab non neque quam.
1249,16,2023-10-04,Explosives,Day,Open pit,Medium,False,Quidem aliquam reprehenderit aliquid ipsa placeat distinctio harum magnam delectus quasi accusantium.
1250,16,2025-08-07,Mobile equipment,Night,Camp,Medium,True,Eum aliquam quos nam aperiam vitae nisi nostrum labore incidunt facere.
1251,16,2024-06-11,Ground fall,Night,Open pit,Low,False,Facilis nulla recusandae eum ad magnam nostrum voluptatem deleniti error natus nesciunt illo eum quis consequuntur temporibus nemo.
1252,16,2024-10-22,Fall from height,Afternoon,Workshop,High,False,Nam pariatur impedit a culpa quasi corrupti iste repellat rem odio quasi.
1253,16,2024-07-08,Manual handling,Day,Underground,Low,True,Nisi consequuntur at dolorum error tenetur saepe dolorem repellendus est expedita nam modi aspernatur fugit repudiandae delectus eos.
1254,16,2025-11-05,Fall from height,Afternoon,Workshop,Low,False,Ea provident dolorum tenetur ullam nihil nulla incidunt nam aliquam.
1255,16,2025-06-12,Mobile equipment,Night,Workshop,Medium,True,Officiis laudantium vitae quae error et necessitatibus animi corporis atque dolore beatae consequatur amet quam.
1256,16,2025-08-29,Fall from height,Afternoon,Open pit,Low,True,Esse est asperiores consequuntur alias ullam id qui quae sit repellendus facere laboriosam iure nobis optio excepturi.
1257,16,2023-12-18,Hazardous substances,Day,Underground,High,False,Iste soluta voluptate recusandae quis harum quod quae ipsa nostrum magni similique fuga iure minima enim.
1258,16,2024-05-20,Ground fall,Afternoon,Processing plant,Low,False,Eaque odit nostrum hic ullam laborum officiis delectus a est at reprehenderit consectetur animi corrupti iusto distinctio libero.
1259,16,2026-03-29,Mobile equipment,Night,Camp,Medium,True,Provident suscipit recusandae neque dolor doloribus blanditiis voluptate consequatur eos omnis tempora et et.
1260,16,2026-02-21,Mobile equipment,Afternoon,Camp,Low,False,Eius soluta laborum asperiores assumenda at asperiores iusto laborum possimus consequuntur iure rem fugit voluptatum amet aperiam.
1261,16,2024-03-04,Manual handling,Night,Underground,Medium,True,Iure omnis optio aut laborum animi nemo eius ullam illo voluptatem sit itaque minima nesciunt minus.
1262,16,2023-06-18,Ground fall,Night,Camp,Low,False,Maxime quibusdam ullam doloremque laboriosam a maiores accusantium vitae omnis neque commodi tempora ea dolores eveniet corrupti perferendis corrupti.
1263,16,2025-09-28,Electrical,Afternoon,Processing plant,Low,True,Quasi quod voluptatibus aliquid optio saepe perferendis repellendus aperiam nostrum in veniam quas quam ratione quisquam nam amet.
1264,17,2025-08-06,Hazardous substances,Afternoon,Processing plant,High,False,Tempora ipsam numquam quaerat dolores consectetur molestias reiciendis fuga adipisci.
1265,17,2025-10-08,Mobile equipment,Afternoon,Processing plant,High,True,Eos non nesciunt molestias asperiores omnis illum quasi autem excepturi consequatur iure id ad harum reiciendis fugiat ipsam.
1266,17,2023-07-01,Electrical,Day,Open pit,Low,True,Neque illum impedit officiis repellat facilis impedit sint magni assumenda corrupti.
1267,17,2024-10-27,Ground fall,Night,Workshop,Medium,False,Iure in tempore iste accusamus voluptatum asperiores alias perspiciatis necessitatibus sequi optio minus autem expedita.
1268,17,2025-09-13,Fall from height,Night,Camp,Low,False,Tempora illo quae aperiam qui odio dolores dicta fuga debitis laborum necessitatibus amet temporibus tempora tempora dolores.
1269,17,2026-03-09,Mobile equipment,Afternoon,Underground,Low,False,Error delectus fugit porro assumenda quae illum labore iure sint magnam suscipit alias quam earum occaecati numquam.
1270,17,2023-07-22,Fall from height,Night,Camp,Low,False,Qui est non debitis temporibus expedita unde ducimus.
1271,17,2023-12-09,Ground fall,Day,Haul road,High,False,Minima consectetur itaque fuga itaque corrupti sequi qui ab culpa laboriosam atque laborum voluptates voluptates laudantium recusandae hic possimus.
1272,17,2023-12-23,Fall from height,Day,Workshop,Medium,True,Atque laborum quia nemo voluptatem porro tenetur numquam vero numquam debitis nihil ipsum voluptate.
1273,17,2023-12-07,Fall from height,Day,Open pit,High,False,Culpa a optio quia maxime ipsam quos veniam voluptate possimus eos corporis cumque laborum repellat.
1274,17,2025-03-31,Manual handling,Day,Processing plant,Medium,True,Tenetur eum sunt necessitatibus vitae officia numquam assumenda aut.
1275,17,2025-01-23,Ground fall,Night,Underground,Medium,True,Magni necessitatibus reprehenderit quas temporibus doloremque aliquid sint quisquam ipsam.
1276,17,2024-08-28,Mobile equipment,Day,Processing plant,Low,False,Nostrum neque reiciendis neque perferendis adipisci rerum voluptatum eligendi dignissimos error consectetur ratione quae commodi enim dicta asperiores.
1277,17,2025-01-24,Ground fall,Night,Camp,High,True,Laborum architecto explicabo culpa reiciendis aspernatur est quam et consectetur dolores quibusdam quia sapiente non ducimus.
1278,17,2025-06-21,Mobile equipment,Night,Workshop,Medium,False,Tempora unde cupiditate facilis nam optio impedit vero voluptates distinctio nulla fugiat officia.
1279,17,2025-02-01,Mobile equipment,Night,Open pit,Medium,False,Magni qui omnis totam maxime tenetur nam quis totam porro vitae.
1280,17,2024-03-08,Manual handling,Afternoon,Processing plant,Medium,False,Recusandae omnis deserunt molestias aspernatur itaque veritatis voluptas.
1281,17,2026-05-19,Mobile equipment,Afternoon,Open pit,High,True,Dolore iste alias mollitia et eius illo fugit officia sapiente expedita ratione sapiente eaque eius labore possimus at consectetur.
1282,17,2024-02-14,Electrical,Afternoon,Camp,Low,False,Ad labore sunt temporibus ex provident vel quidem quod reiciendis occaecati.
1283,17,2025-10-24,Fall from height,Day,Workshop,High,True,Cum quam officiis quasi est sapiente sapiente delectus ab illo quisquam praesentium expedita repellat nobis facere quam similique.
1284,17,2025-10-10,Ground fall,Night,Camp,High,False,Ea dignissimos minus omnis temporibus at deleniti earum fuga aliquam ducimus.
1285,17,2024-05-01,Ground fall,Night,Open pit,Low,False,Nulla eaque eaque adipisci ipsam maiores suscipit nam soluta minus cupiditate ducimus repellendus molestias.
1286,17,2025-02-26,Manual handling,Night,Camp,Medium,False,Vitae omnis reiciendis fuga amet illo assumenda veniam dignissimos quam hic.
1287,17,2026-05-01,Electrical,Night,Haul road,Medium,True,Veniam quisquam fugit et odio cupiditate sint quia iste architecto.
1288,17,2024-08-11,Hazardous substances,Night,Haul road,Low,False,Occaecati accusantium exercitationem molestias ea voluptatem numquam ducimus.
1289,17,2025-04-28,Manual handling,Afternoon,Workshop,High,True,Dolor quisquam minima deserunt corrupti et vel error odio esse adipisci beatae occaecati modi.
1290,17,2025-06-07,Electrical,Day,Processing plant,Medium,True,Porro alias recusandae culpa porro sunt ut eaque repudiandae cumque nemo accusamus eligendi.
1291,17,2024-01-08,Mobile equipment,Day,Open pit,Low,False,Voluptates pariatur vitae temporibus saepe delectus nobis laborum explicabo fuga explicabo eaque.
1292,17,2026-04-07,Explosives,Day,Processing plant,Low,True,Incidunt suscipit assumenda error ut nulla vitae accusantium quidem architecto quaerat voluptate illum sint dolores eligendi.
1293,17,2025-03-21,Electrical,Night,Underground,High,False,Et nobis aut cum ex inventore nesciunt earum ab magnam veniam vel assumenda ut atque.
1294,17,2024-12-28,Ground fall,Day,Underground,High,True,Qui quaerat molestias iste numquam sunt eum impedit harum nulla quibusdam eius quidem.
1295,17,2024-03-14,Ground fall,Day,Camp,High,False,Iusto eaque iusto voluptatem placeat ex modi eum doloremque illo ducimus ratione soluta a officia placeat necessitatibus.
1296,17,2025-05-30,Ground fall,Day,Haul road,Low,True,Possimus voluptas neque maxime quasi unde expedita praesentium mollitia fugit sit nobis sunt pariatur.
1297,17,2025-12-11,Mobile equipment,Night,Open pit,High,True,Voluptate accusamus ab sit alias recusandae perferendis esse suscipit possimus odit quas vel illo magnam expedita vel.
1298,17,2024-03-19,Ground fall,Day,Open pit,Low,True,Delectus optio fuga dolores error facilis deserunt minima ducimus optio impedit cupiditate consequuntur laborum.
1299,17,2024-11-08,Ground fall,Day,Open pit,Low,True,Aliquid atque quibusdam maxime atque deserunt rerum delectus eum distinctio reprehenderit officiis perferendis.
1300,17,2024-06-18,Fall from height,Afternoon,Workshop,Medium,False,Architecto quos modi earum recusandae quisquam voluptates est illo asperiores quasi.
1301,17,2025-03-23,Ground fall,Day,Haul road,High,False,Dignissimos commodi beatae molestias est beatae animi assumenda illum placeat occaecati cumque iste.
1302,17,2026-03-10,Explosives,Day,Open pit,High,True,Itaque eligendi officiis laudantium veritatis dolorem inventore laborum.
1303,17,2024-07-16,Electrical,Day,Processing plant,Medium,True,Rem natus molestiae adipisci doloremque eligendi numquam animi rerum officiis officia.
1304,17,2025-09-20,Mobile equipment,Night,Underground,High,False,Voluptates nostrum voluptates quis reiciendis at occaecati tempora exercitationem nam quia quidem quis.
1305,17,2026-01-28,Hazardous substances,Night,Underground,High,True,Atque quis labore asperiores laudantium ab ipsa itaque necessitatibus laborum iure in.
1306,17,2025-05-24,Fall from height,Day,Workshop,Medium,False,Quidem nemo quasi atque fugiat doloremque doloribus asperiores minima quis consequatur sunt sequi ducimus culpa libero doloribus accusantium quos.
1307,17,2024-01-13,Explosives,Night,Camp,Low,True,Quis officiis autem quo itaque nulla facere alias ullam voluptatem dolor repellat non quaerat fugiat.
1308,17,2023-12-03,Mobile equipment,Afternoon,Haul road,Medium,True,Officia dicta eveniet nostrum ea velit officiis natus omnis et omnis rerum commodi aut dignissimos.
1309,17,2024-06-27,Ground fall,Day,Camp,Low,False,Velit error placeat iusto vel voluptatem ducimus sint optio ipsum.
1310,17,2024-07-29,Electrical,Afternoon,Underground,Low,False,Quos cum accusamus et aliquam quisquam tempora dolore neque error quis mollitia assumenda exercitationem illo ducimus cum deleniti.
1311,17,2024-07-01,Electrical,Afternoon,Processing plant,High,False,Ipsa veniam quis molestias at a esse fugiat earum.
1312,17,2025-08-24,Mobile equipment,Day,Processing plant,Low,True,Assumenda nemo unde quisquam earum voluptatibus voluptates veniam nulla doloremque repellat harum doloribus quis exercitationem culpa quia distinctio quibusdam.
1313,17,2026-04-28,Mobile equipment,Night,Workshop,Medium,False,Atque reprehenderit porro ratione provident nulla accusamus similique occaecati cum exercitationem commodi at quia magni veniam cumque debitis.
1314,17,2023-10-31,Ground fall,Day,Camp,Medium,False,Illum voluptate quis eos illo voluptates assumenda vero quisquam similique illum.
1315,17,2024-06-13,Mobile equipment,Day,Camp,Low,True,Minus quasi neque et necessitatibus fuga ratione placeat cumque dignissimos id dicta suscipit.
1316,17,2026-04-17,Manual handling,Day,Workshop,High,False,Minus aspernatur fuga itaque nulla officia culpa numquam assumenda consequuntur laboriosam cumque sequi impedit.
1317,17,2024-11-03,Ground fall,Night,Haul road,Medium,False,Deleniti voluptatem delectus voluptatem porro nostrum nobis vero dignissimos at quod unde harum voluptatem ab.
1318,17,2025-10-15,Ground fall,Night,Open pit,Medium,True,Magnam laborum repudiandae incidunt nisi consectetur accusamus dolore voluptates laboriosam laudantium.
1319,17,2025-08-15,Mobile equipment,Night,Underground,Medium,True,Ullam est corrupti beatae provident quos alias ipsa rerum odit.
1320,17,2025-03-12,Mobile equipment,Night,Haul road,High,False,Quibusdam placeat harum porro nostrum rerum quae omnis sint deserunt amet eveniet animi magnam error harum.
1321,17,2025-05-15,Ground fall,Night,Workshop,Low,True,Veritatis repudiandae ea ipsam provident et porro veniam veritatis quasi soluta.
1322,17,2024-07-07,Mobile equipment,Night,Haul road,High,True,Iste harum quae ratione itaque voluptatum consequatur aspernatur reprehenderit qui nihil architecto.
1323,17,2025-12-16,Mobile equipment,Night,Camp,High,False,Quam cumque similique similique eaque mollitia reiciendis fugiat earum distinctio voluptate doloremque autem.
1324,17,2025-03-01,Explosives,Day,Processing plant,Low,False,Tempore odio maiores dignissimos eius iure quas dolor perferendis itaque adipisci sunt expedita.
1325,17,2025-12-13,Electrical,Afternoon,Underground,Medium,False,Minima fuga labore nisi qui autem aspernatur aut doloribus mollitia commodi enim.
1326,17,2024-06-24,Electrical,Night,Workshop,Medium,True,Nostrum eveniet esse nesciunt minima aperiam cumque ex molestias quis dolor.
1327,17,2025-11-15,Fall from height,Day,Underground,Low,True,Ducimus inventore soluta amet aspernatur modi in aut dicta aspernatur a similique ratione fugit.
1328,17,2023-11-22,Ground fall,Night,Processing plant,Medium,True,Esse rerum perferendis quia natus quia atque ab rem fugit necessitatibus molestiae tempora quisquam odit.
1329,17,2025-07-11,Mobile equipment,Afternoon,Open pit,High,True,Quia fuga laudantium fuga exercitationem officiis illum repudiandae hic natus est nemo.
1330,17,2025-05-22,Explosives,Night,Processing plant,Low,True,Deleniti tempore repellendus fugiat reprehenderit repellat iusto eos.
1331,17,2025-07-13,Explosives,Afternoon,Processing plant,High,False,Repellat dolorum quas ipsam nesciunt iste sit sint pariatur magni exercitationem sint impedit vel assumenda.
1332,17,2025-04-13,Manual handling,Day,Workshop,Medium,False,Incidunt id a labore ducimus facere ut repellendus nulla doloribus.
1333,17,2023-12-22,Mobile equipment,Day,Camp,High,True,Accusantium dolor nisi qui repellat quam placeat nostrum perferendis similique vel nihil commodi voluptatibus esse dolorum.
1334,17,2023-12-11,Mobile equipment,Afternoon,Haul road,Low,True,Nesciunt nesciunt quidem dignissimos mollitia omnis alias dicta.
1335,17,2023-09-20,Ground fall,Night,Camp,High,True,Possimus perspiciatis impedit eaque corrupti accusantium ducimus earum reiciendis repudiandae commodi vitae dolores ipsum similique.
1336,17,2023-09-26,Mobile equipment,Night,Camp,High,False,Mollitia ducimus vitae fugit deleniti harum voluptatum nemo impedit cum occaecati sed repudiandae ab.
1337,17,2026-05-11,Hazardous substances,Afternoon,Processing plant,Low,True,Error impedit excepturi at assumenda fuga aliquam consectetur dolor earum nostrum.
1338,17,2024-08-26,Ground fall,Afternoon,Processing plant,High,True,Eum deleniti ducimus assumenda quas vitae eaque incidunt.
1339,17,2024-11-12,Mobile equipment,Night,Processing plant,High,False,Id a recusandae atque neque natus magnam ducimus culpa suscipit quidem asperiores hic vel ab earum.
1340,17,2023-12-29,Mobile equipment,Day,Open pit,High,False,Ipsa aperiam optio vero consequatur quos quis magnam illo eaque est architecto.
1341,17,2024-03-07,Fall from height,Afternoon,Workshop,Low,False,Ipsa molestias ullam quaerat dignissimos similique itaque veritatis nesciunt dolores perferendis quaerat ipsa provident maiores voluptate aliquam ut corporis.
1342,17,2024-08-13,Mobile equipment,Night,Underground,Low,True,Eaque totam voluptas deserunt quam veniam itaque natus corporis numquam natus cumque commodi sed inventore amet iste ducimus.
1343,17,2025-06-21,Ground fall,Afternoon,Workshop,Low,True,Veniam aut nesciunt perferendis laborum quis optio fuga officiis asperiores accusamus repudiandae dolorem odit libero hic fugit enim mollitia.
1344,17,2024-08-20,Hazardous substances,Day,Open pit,High,False,Ex optio odit aliquam quibusdam explicabo mollitia sit inventore reiciendis consequatur occaecati minima ipsum provident adipisci magni nesciunt consectetur.
1345,17,2026-04-21,Ground fall,Night,Processing plant,Medium,False,Exercitationem quo ratione nostrum eveniet fugit repellendus eaque.
1346,17,2026-01-11,Manual handling,Afternoon,Underground,Low,True,Quibusdam suscipit veritatis quo incidunt molestias in laboriosam voluptate quo similique illum voluptates tenetur excepturi aperiam ipsum.
1347,17,2024-08-07,Mobile equipment,Afternoon,Underground,High,True,Ab laboriosam omnis occaecati maiores nihil natus quisquam ipsam.
1348,17,2023-12-22,Hazardous substances,Night,Processing plant,High,False,Ratione voluptatem ea reiciendis ab recusandae facere quae ullam perspiciatis deserunt ex vero excepturi.
1349,17,2026-01-22,Ground fall,Day,Workshop,High,True,Reprehenderit iure nam delectus omnis saepe nihil enim.
1350,17,2025-11-27,Ground fall,Afternoon,Camp,Medium,True,Accusamus rem sapiente nihil voluptas mollitia quidem libero nesciunt illum dolorum perspiciatis praesentium quibusdam quod.
1351,17,2023-10-11,Ground fall,Afternoon,Open pit,Medium,False,Ipsa optio soluta dicta sit quasi autem in vel officiis eum sequi consequatur voluptate doloremque veniam similique vero quas.
1352,17,2025-09-16,Ground fall,Day,Open pit,Medium,True,Suscipit in perspiciatis commodi exercitationem saepe repellat nam quo sunt quibusdam placeat ratione ea saepe labore recusandae.
1353,17,2024-09-08,Ground fall,Night,Processing plant,Low,True,Et vitae neque porro similique ab provident tenetur at voluptatum odit exercitationem ex aut voluptate.
1354,17,2026-04-30,Electrical,Day,Camp,Low,False,Asperiores inventore quibusdam molestias reprehenderit iure doloremque nesciunt ea quod vel eius commodi ex temporibus ea repellat omnis.
1355,17,2023-08-16,Ground fall,Day,Camp,Low,False,Eaque laboriosam ab velit sunt magni exercitationem facere nam ex adipisci inventore neque soluta nam vitae assumenda doloremque doloribus.
1356,17,2023-08-31,Ground fall,Afternoon,Open pit,High,True,Assumenda dignissimos libero molestias molestias possimus architecto velit incidunt sequi laborum vel.
1357,17,2025-03-20,Ground fall,Day,Workshop,Low,False,Fugiat natus vitae praesentium optio magnam magni ratione veniam ducimus natus vitae.
1358,17,2026-04-02,Fall from height,Night,Open pit,Low,False,Ea id exercitationem alias illo suscipit earum consectetur repellendus recusandae hic rem.
1359,17,2024-07-01,Mobile equipment,Night,Camp,Low,False,Cumque ab voluptatibus dolores nostrum architecto officiis quod sed natus laboriosam ipsum perspiciatis quam quis quod mollitia.
1360,17,2023-09-15,Fall from height,Afternoon,Camp,Medium,True,Eligendi eaque veniam tempore quis temporibus tempore animi amet ducimus ad eos exercitationem ratione corrupti voluptas.
1361,17,2023-12-13,Electrical,Day,Haul road,High,False,Laborum nihil veniam quasi in incidunt commodi similique doloribus dignissimos in eligendi tenetur vero.
1362,17,2026-01-13,Mobile equipment,Night,Haul road,Low,False,Illo adipisci quo saepe ipsum nisi voluptatum corrupti.
1363,17,2023-11-30,Mobile equipment,Night,Processing plant,Medium,False,Itaque tempore quasi perspiciatis fuga vero voluptate ut debitis.
1364,17,2024-09-05,Explosives,Afternoon,Camp,Low,True,Voluptas eligendi consectetur iste soluta omnis magni maiores fugit laudantium rerum iure reprehenderit temporibus modi placeat accusantium.
1365,17,2026-03-05,Manual handling,Day,Processing plant,High,True,Nisi dicta libero ipsa quis molestiae asperiores ducimus fugiat voluptatibus culpa expedita laborum nobis ea ipsum excepturi.
1366,17,2023-07-05,Ground fall,Night,Open pit,Low,False,Voluptates commodi labore facilis est quis modi assumenda doloribus.
1367,17,2024-11-02,Mobile equipment,Day,Processing plant,High,False,Laudantium quasi rem sint quo eos iusto expedita voluptas.
1368,17,2024-09-01,Ground fall,Day,Open pit,Medium,False,Beatae eos repellendus pariatur cupiditate voluptatum cumque placeat perspiciatis natus.
1369,17,2026-04-14,Ground fall,Night,Processing plant,Medium,False,Iusto quas quaerat itaque eveniet neque incidunt et ratione rerum optio odio.
1370,17,2024-09-22,Mobile equipment,Day,Processing plant,Low,False,Ea sequi ullam ipsam dicta adipisci et ea eos atque culpa delectus tempore itaque molestias quod qui.
1371,17,2026-01-30,Mobile equipment,Afternoon,Processing plant,High,False,Eius nobis occaecati doloremque amet provident veniam dignissimos atque culpa magnam error voluptas corrupti atque libero.
1372,17,2025-10-28,Ground fall,Afternoon,Workshop,Low,True,Repellendus libero temporibus perferendis repellat distinctio aspernatur nostrum cupiditate.
1373,17,2025-12-10,Manual handling,Afternoon,Processing plant,High,True,Consequuntur quae consectetur distinctio sed accusamus aliquid facilis veritatis adipisci quibusdam necessitatibus unde.
1374,17,2025-07-04,Mobile equipment,Day,Processing plant,Low,False,Modi ea dolor veritatis nam occaecati quo asperiores quidem aliquid harum nemo iusto officiis odit ducimus nisi iure ex.
1375,17,2023-06-24,Hazardous substances,Night,Processing plant,Medium,True,Alias possimus animi nisi quisquam minus aliquid nesciunt voluptatum molestias impedit unde.
1376,17,2025-09-01,Mobile equipment,Afternoon,Processing plant,Low,False,Aperiam eveniet recusandae ad soluta minima deserunt cum eius accusamus officiis error laboriosam ratione.
1377,17,2024-10-08,Electrical,Afternoon,Camp,Low,False,Ducimus mollitia voluptatibus minima nesciunt dicta voluptate iste voluptates.
1378,17,2024-07-05,Mobile equipment,Night,Processing plant,Medium,True,Sequi voluptate corrupti saepe veritatis nulla nobis esse voluptates dolorum dolores amet minus quaerat quo nemo.
1379,17,2025-05-22,Mobile equipment,Afternoon,Underground,Low,True,Ex incidunt mollitia sequi esse earum distinctio quo assumenda rem veritatis non animi repudiandae eaque.
1380,18,2024-07-25,Fall from height,Night,Processing plant,Medium,True,Ipsum voluptates similique perspiciatis culpa voluptatibus dolores odio porro quisquam magni tempora voluptates corporis a possimus animi pariatur voluptate.
1381,18,2024-03-11,Ground fall,Night,Camp,Medium,True,In soluta veniam expedita minus nesciunt est hic reiciendis rem earum.
1382,18,2026-03-14,Fall from height,Night,Open pit,Low,True,Voluptates alias recusandae cupiditate sunt ipsam est veniam quia quia dolores dolor ratione velit rem consequatur ipsam magni.
1383,18,2025-02-21,Manual handling,Day,Workshop,High,False,Impedit debitis deleniti aspernatur inventore non sint illo deserunt illo itaque sint architecto accusamus maxime aliquid inventore.
1384,18,2025-03-16,Ground fall,Night,Open pit,Low,False,Vel ipsum veritatis nostrum porro velit optio vel vel doloribus deleniti.
1385,18,2025-03-06,Electrical,Night,Workshop,High,False,Aliquam molestiae dolorem harum aliquid repellendus dignissimos cupiditate impedit.
1386,18,2025-10-11,Ground fall,Night,Underground,Low,True,Voluptatibus enim delectus harum vel tempore natus aliquam libero officia eius nulla quam repellat saepe similique.
1387,18,2025-03-18,Mobile equipment,Night,Processing plant,Low,False,Eligendi magni odio veniam aliquam at alias fuga sed laudantium autem itaque maxime nihil.
1388,18,2024-01-31,Electrical,Afternoon,Camp,Low,True,Atque vitae beatae deserunt atque quaerat illum consequuntur eum suscipit debitis ipsum accusantium earum possimus doloribus nihil quos dolorem.
1389,18,2025-10-16,Manual handling,Day,Camp,Low,True,Excepturi aut nesciunt nulla voluptates neque excepturi in velit nihil exercitationem earum illum.
1390,18,2025-08-02,Mobile equipment,Afternoon,Haul road,Medium,True,Molestiae quae doloribus dolor accusamus enim modi itaque repellat sapiente alias.
1391,18,2025-01-05,Ground fall,Afternoon,Camp,Low,True,Aperiam quam nam voluptates blanditiis quasi labore deserunt dolorum cupiditate rem natus numquam quae.
1392,18,2023-07-30,Mobile equipment,Afternoon,Underground,High,True,Quibusdam repellendus reiciendis pariatur magnam commodi harum corrupti tenetur veniam ipsum tempora adipisci nemo optio amet perferendis eius aperiam.
1393,18,2025-01-13,Hazardous substances,Afternoon,Camp,High,False,Temporibus rem veritatis nam dolorem quasi hic fuga similique dignissimos totam neque velit laudantium excepturi repellat eveniet dolorum nulla.
1394,18,2024-05-21,Mobile equipment,Night,Processing plant,Low,False,Explicabo quibusdam doloremque veniam suscipit quos corrupti facilis odio quis voluptates amet suscipit et quis.
1395,18,2025-08-06,Mobile equipment,Afternoon,Open pit,Medium,True,Corrupti hic eligendi laboriosam praesentium distinctio nobis eveniet iure repellendus eos.
1396,18,2023-07-15,Electrical,Afternoon,Haul road,High,True,Tenetur et quae tempora sit praesentium eveniet repellat sit delectus quam delectus voluptatem voluptas ducimus occaecati.
1397,18,2024-11-13,Hazardous substances,Night,Camp,High,False,Nostrum eum minus consequuntur perspiciatis delectus officiis placeat aperiam ex.
1398,18,2026-05-18,Fall from height,Day,Camp,Low,True,Facilis magni nobis deserunt saepe exercitationem ducimus placeat dicta.
1399,18,2024-10-08,Ground fall,Afternoon,Processing plant,High,True,Reprehenderit molestias nam maiores nostrum ipsum modi quia fuga ad similique quia sunt occaecati minima quia reprehenderit suscipit doloribus.
1400,18,2023-06-16,Manual handling,Night,Open pit,Low,True,Ex exercitationem voluptatibus error vitae non itaque ipsa minima magni sequi autem odio quisquam commodi officia optio.
1401,18,2023-10-26,Ground fall,Afternoon,Underground,Low,True,Consectetur molestias ut amet nesciunt dolorem quas culpa provident id assumenda adipisci.
1402,18,2025-09-17,Mobile equipment,Night,Haul road,High,False,Repellat praesentium fugiat aspernatur ipsum eos aliquam nulla exercitationem atque iste autem quas.
1403,18,2024-06-02,Ground fall,Night,Processing plant,High,True,Delectus accusamus voluptas doloremque ea cumque iure temporibus deleniti animi est reprehenderit a.
1404,18,2024-01-17,Manual handling,Night,Processing plant,High,True,Sunt et porro aspernatur recusandae fugit repudiandae repellendus dignissimos itaque repellendus animi rem optio voluptatum cum quis labore aspernatur.
1405,18,2024-08-05,Manual handling,Afternoon,Processing plant,Low,False,Minus impedit aperiam ducimus nobis voluptates laboriosam aut eaque.
1406,18,2025-11-21,Fall from height,Afternoon,Underground,Low,False,Voluptates sed deserunt qui saepe ducimus commodi reprehenderit modi fuga cumque excepturi labore amet ducimus ratione qui expedita.
